day,month,year,product_id,agent_id,category,week_name,holiday,unit_price,quantity_sold
1,2,2025,3,60,0,5,0,18162000.0,460.0
1,2,2025,3,63,0,5,0,200000.0,5.0
1,2,2025,5,42,1,5,0,143500.0,3.0
1,2,2025,5,43,1,5,0,246000.0,5.0
1,2,2025,6,60,0,5,0,1824000.0,48.0
1,2,2025,6,63,0,5,0,45957200.0,1209.4
1,2,2025,7,42,0,5,0,640000.0,20.0
1,2,2025,7,43,0,5,0,1490800.0,47.0
1,2,2025,7,47,0,5,0,5156000.0,168.0
1,2,2025,7,51,0,5,0,2855000.0,87.0
1,2,2025,7,60,0,5,0,2608000.0,79.0
1,2,2025,7,71,0,5,0,480000.0,15.0
1,2,2025,7,73,0,5,0,128000.0,4.0
1,2,2025,9,42,1,5,0,245000.0,7.0
1,2,2025,9,43,1,5,0,4010000.0,130.0
1,2,2025,9,51,1,5,0,350000.0,10.0
1,2,2025,10,42,0,5,0,320000.0,10.0
1,2,2025,10,43,0,5,0,320000.0,10.0
1,2,2025,10,47,0,5,0,640000.0,20.0
1,2,2025,11,30,0,5,0,105000.0,3.0
1,2,2025,11,42,0,5,0,6699000.0,196.0
1,2,2025,11,43,0,5,0,3423000.0,101.0
1,2,2025,11,45,0,5,0,290500.0,8.35
1,2,2025,11,47,0,5,0,1441000.0,42.0
1,2,2025,11,51,0,5,0,2754000.0,79.0
1,2,2025,11,60,0,5,0,4405000.0,127.0
1,2,2025,11,63,0,5,0,175000.0,5.0
1,2,2025,11,71,0,5,0,510000.0,15.0
1,2,2025,11,73,0,5,0,136000.0,4.0
1,2,2025,14,43,1,5,0,360000.0,10.0
1,2,2025,15,42,0,5,0,816000.0,24.0
1,2,2025,15,43,0,5,0,769500.0,22.0
1,2,2025,15,45,0,5,0,98000.0,2.85
1,2,2025,15,47,0,5,0,408000.0,12.0
1,2,2025,15,51,0,5,0,1249000.0,36.0
1,2,2025,15,60,0,5,0,1900000.0,55.0
1,2,2025,18,42,0,5,0,1287000.0,33.0
1,2,2025,18,47,0,5,0,200000.0,5.0
1,2,2025,18,51,0,5,0,400000.0,10.0
1,2,2025,18,60,0,5,0,718000.0,18.0
1,2,2025,18,63,0,5,0,200000.0,5.0
1,2,2025,21,43,0,5,0,1140000.0,30.0
1,2,2025,21,47,0,5,0,2590000.0,65.0
1,2,2025,21,51,0,5,0,2480000.0,65.0
1,2,2025,21,60,0,5,0,1683400.0,44.3
1,2,2025,22,43,0,5,0,116000.0,4.0
1,2,2025,22,45,0,5,0,388600.0,13.7
1,2,2025,22,47,0,5,0,476000.0,15.2
1,2,2025,22,51,0,5,0,667000.0,23.0
1,2,2025,22,60,0,5,0,1048000.0,36.0
1,2,2025,22,73,0,5,0,56000.0,2.0
1,2,2025,24,42,1,5,0,203000.0,7.0
1,2,2025,26,30,0,5,0,89420.0,460.0
1,2,2025,26,45,0,5,0,39000.0,39.0
1,2,2025,26,51,0,5,0,2280.0,5.7
1,2,2025,27,30,0,5,0,12320.0,61.6
1,2,2025,28,42,0,5,0,39000.0,3.0
1,2,2025,28,43,0,5,0,12500.0,1.0
1,2,2025,28,51,0,5,0,250000.0,20.0
1,2,2025,28,63,0,5,0,4579900.0,352.0
1,2,2025,31,42,0,5,0,475000.0,12.0
1,2,2025,31,51,0,5,0,400000.0,10.0
1,2,2025,33,63,0,5,0,16835000.0,1202.5
1,2,2025,37,30,0,5,0,118900.0,4.0
1,2,2025,37,42,0,5,0,714000.0,25.0
1,2,2025,37,43,0,5,0,113100.0,3.0
1,2,2025,37,45,0,5,0,130500.0,4.5
1,2,2025,37,51,0,5,0,687300.0,23.0
1,2,2025,37,60,0,5,0,856800.0,27.5
1,2,2025,37,63,0,5,0,171100.0,6.0
1,2,2025,37,71,0,5,0,221200.0,8.0
1,2,2025,40,47,0,5,0,108000.0,5.0
1,2,2025,40,63,0,5,0,3129000.0,89.4
1,2,2025,41,47,0,5,0,95100.0,60.0
1,2,2025,43,63,0,5,0,5124000.0,122.0
1,2,2025,44,45,0,5,0,40000.0,4.0
1,2,2025,46,63,0,5,0,38668800.0,1017.6
1,2,2025,47,30,0,5,0,210600.0,1038.0
1,2,2025,51,42,0,5,0,4830000.0,115.0
1,2,2025,51,47,0,5,0,860000.0,20.0
1,2,2025,51,51,0,5,0,850000.0,20.0
1,2,2025,51,60,0,5,0,344000.0,8.0
1,2,2025,54,42,0,5,0,420000.0,10.0
1,2,2025,54,60,0,5,0,407400.0,9.0
1,2,2025,55,43,0,5,0,280000.0,10.0
1,2,2025,57,47,0,5,0,380000.0,10.0
1,2,2025,57,51,0,5,0,1900000.0,50.0
1,3,2024,3,38,0,4,0,328000.0,8.0
1,3,2024,3,47,0,4,0,820000.0,20.0
1,3,2024,11,38,0,4,0,224000.0,7.0
1,3,2024,11,47,0,4,0,160000.0,5.0
1,3,2025,3,42,0,5,0,2897000.0,73.0
1,3,2025,3,43,0,5,0,2378000.0,62.0
1,3,2025,3,45,0,5,0,278000.0,7.0
1,3,2025,3,47,0,5,0,4130000.0,105.0
1,3,2025,3,51,0,5,0,2575000.0,65.0
1,3,2025,3,60,0,5,0,18929000.0,478.5
1,3,2025,3,63,0,5,0,400000.0,10.0
1,3,2025,4,77,2,5,0,1283300.0,30.0
1,3,2025,5,43,1,5,0,400000.0,10.0
1,3,2025,6,60,0,5,0,2508000.0,66.0
1,3,2025,6,63,0,5,0,43629300.0,1118.7
1,3,2025,7,30,0,5,0,64000.0,2.0
1,3,2025,7,42,0,5,0,586000.0,18.0
1,3,2025,7,43,0,5,0,1161400.0,37.0
1,3,2025,7,47,0,5,0,3712000.0,116.0
1,3,2025,7,51,0,5,0,170000.0,5.0
1,3,2025,7,60,0,5,0,5587000.0,141.5
1,3,2025,8,73,2,5,0,199800.0,5.0
1,3,2025,8,77,2,5,0,1172900.0,30.0
1,3,2025,9,43,1,5,0,175000.0,5.0
1,3,2025,9,63,1,5,0,9312000.0,300.0
1,3,2025,9,77,1,5,0,666600.0,20.0
1,3,2025,10,47,0,5,0,608000.0,19.0
1,3,2025,11,30,0,5,0,272000.0,8.0
1,3,2025,11,42,0,5,0,1710000.0,50.0
1,3,2025,11,43,0,5,0,4040500.0,122.0
1,3,2025,11,45,0,5,0,105000.0,3.0
1,3,2025,11,47,0,5,0,928000.0,27.0
1,3,2025,11,51,0,5,0,940000.0,47.0
1,3,2025,11,60,0,5,0,6537000.0,199.0
1,3,2025,12,77,2,5,0,364800.0,10.0
1,3,2025,13,63,1,5,0,16352000.0,400.0
1,3,2025,14,43,1,5,0,350000.0,10.0
1,3,2025,15,30,0,5,0,83000.0,2.4
1,3,2025,15,42,0,5,0,340000.0,10.0
1,3,2025,15,43,0,5,0,683000.0,20.0
1,3,2025,15,45,0,5,0,68000.0,2.0
1,3,2025,15,47,0,5,0,340000.0,10.0
1,3,2025,15,60,0,5,0,4364000.0,121.0
1,3,2025,18,42,0,5,0,4003600.0,102.0
1,3,2025,18,43,0,5,0,117000.0,3.0
1,3,2025,18,47,0,5,0,317000.0,8.0
1,3,2025,18,60,0,5,0,810000.0,20.0
1,3,2025,21,30,0,5,0,72000.0,2.0
1,3,2025,21,51,0,5,0,1340000.0,35.0
1,3,2025,21,60,0,5,0,3412000.0,89.0
1,3,2025,22,30,0,5,0,295800.0,5.0
1,3,2025,22,42,0,5,0,84000.0,3.0
1,3,2025,22,43,0,5,0,78300.0,4.0
1,3,2025,22,47,0,5,0,84000.0,3.0
1,3,2025,22,60,0,5,0,2170000.0,75.0
1,3,2025,24,43,1,5,0,145000.0,5.0
1,3,2025,26,30,0,5,0,20000.0,20.0
1,3,2025,26,45,0,5,0,30000.0,30.0
1,3,2025,26,47,0,5,0,7000.0,10.0
1,3,2025,28,42,0,5,0,65000.0,7.0
1,3,2025,28,51,0,5,0,17500.0,1.0
1,3,2025,28,63,0,5,0,9814000.0,701.0
1,3,2025,31,42,0,5,0,475000.0,6.0
1,3,2025,31,43,0,5,0,78000.0,2.0
1,3,2025,33,63,0,5,0,7308000.0,522.0
1,3,2025,34,30,0,5,0,42700.0,2.6
1,3,2025,35,30,0,5,0,20700.0,2.3
1,3,2025,37,42,0,5,0,705600.0,25.0
1,3,2025,37,43,0,5,0,1640300.0,51.0
1,3,2025,37,45,0,5,0,196000.0,8.0
1,3,2025,37,51,0,5,0,524900.0,18.0
1,3,2025,37,60,0,5,0,951300.0,36.0
1,3,2025,40,47,0,5,0,126000.0,3.0
1,3,2025,41,43,0,5,0,27400.0,27.4
1,3,2025,41,45,0,5,0,9000.0,3.0
1,3,2025,41,47,0,5,0,34200.0,35.0
1,3,2025,43,63,0,5,0,2843400.0,67.7
1,3,2025,44,47,0,5,0,10000.0,1.0
1,3,2025,44,60,0,5,0,50000.0,5.0
1,3,2025,46,63,0,5,0,40599000.0,1041.0
1,3,2025,51,42,0,5,0,2940000.0,70.0
1,3,2025,51,47,0,5,0,855000.0,20.0
1,3,2025,51,51,0,5,0,640000.0,15.0
1,3,2025,51,60,0,5,0,860000.0,20.0
1,3,2025,54,60,0,5,0,84000.0,2.0
1,3,2025,55,30,0,5,0,84000.0,3.0
1,3,2025,55,42,0,5,0,140000.0,5.0
1,3,2025,55,43,0,5,0,280000.0,10.0
1,3,2025,55,45,0,5,0,140000.0,5.0
1,3,2025,57,42,0,5,0,190000.0,5.0
1,3,2025,57,43,0,5,0,114000.0,3.0
1,3,2025,57,47,0,5,0,760000.0,20.0
1,4,2024,2,38,0,0,0,30000.0,1.0
1,4,2024,2,51,0,0,0,306000.0,10.0
1,4,2024,3,38,0,0,0,8729600.0,213.0
1,4,2024,3,42,0,0,0,4505000.0,119.0
1,4,2024,3,43,0,0,0,6347000.0,161.0
1,4,2024,3,47,0,0,0,5266800.0,130.0
1,4,2024,3,51,0,0,0,800000.0,20.0
1,4,2024,6,38,0,0,0,720000.0,18.0
1,4,2024,6,52,0,0,0,29407600.0,794.8
1,4,2024,7,38,0,0,0,2884800.0,88.0
1,4,2024,7,42,0,0,0,744000.0,24.0
1,4,2024,7,43,0,0,0,1541000.0,51.0
1,4,2024,7,45,0,0,0,31000.0,1.0
1,4,2024,7,47,0,0,0,1877200.0,63.0
1,4,2024,7,51,0,0,0,3132000.0,116.0
1,4,2024,7,52,0,0,0,1080000.0,40.0
1,4,2024,8,43,2,0,0,580000.0,20.0
1,4,2024,9,43,1,0,0,2912000.0,100.0
1,4,2024,10,42,0,0,0,260000.0,10.0
1,4,2024,10,43,0,0,0,260000.0,10.0
1,4,2024,10,47,0,0,0,780000.0,30.0
1,4,2024,10,51,0,0,0,1196000.0,46.0
1,4,2024,11,38,0,0,0,2467000.0,80.0
1,4,2024,11,42,0,0,0,1239900.0,42.7
1,4,2024,11,43,0,0,0,5822000.0,211.0
1,4,2024,11,47,0,0,0,1331400.0,46.0
1,4,2024,15,38,0,0,0,1698200.0,50.0
1,4,2024,15,42,0,0,0,704000.0,22.0
1,4,2024,15,43,0,0,0,760000.0,25.0
1,4,2024,15,47,0,0,0,1300000.0,52.0
1,4,2024,15,51,0,0,0,300000.0,10.0
1,4,2024,18,38,0,0,0,723000.0,18.0
1,4,2024,18,42,0,0,0,800000.0,20.0
1,4,2024,18,47,0,0,0,585000.0,15.0
1,4,2024,21,38,0,0,0,468000.0,12.0
1,4,2024,22,38,0,0,0,208000.0,8.0
1,4,2024,22,43,0,0,0,1030000.0,40.0
1,4,2024,22,45,0,0,0,104000.0,4.0
1,4,2024,22,47,0,0,0,380000.0,15.0
1,4,2024,26,43,0,0,0,20000.0,15.0
1,4,2024,28,52,0,0,0,3770000.0,290.0
1,4,2024,31,47,0,0,0,328000.0,8.0
1,4,2024,33,51,0,0,0,750000.0,50.0
1,4,2024,33,52,0,0,0,6487000.0,499.0
1,4,2024,37,38,0,0,0,767000.0,25.0
1,4,2024,37,42,0,0,0,990500.0,41.5
1,4,2024,37,43,0,0,0,684200.0,25.0
1,4,2024,37,47,0,0,0,368000.0,15.0
1,4,2024,39,47,0,0,0,820000.0,20.0
1,4,2024,40,38,0,0,0,1073400.0,30.0
1,4,2024,40,47,0,0,0,1252300.0,35.0
1,4,2024,40,52,0,0,0,2074000.0,61.0
1,4,2024,41,43,0,0,0,12200.0,30.0
1,4,2024,41,51,0,0,0,48200.0,40.0
1,4,2024,43,52,0,0,0,2106000.0,54.0
1,4,2024,46,52,0,0,0,10325000.0,295.0
1,4,2024,48,43,0,0,0,114000.0,3.0
1,4,2025,3,42,0,1,0,9396000.0,247.0
1,4,2025,3,43,0,1,0,5108000.0,134.0
1,4,2025,3,47,0,1,0,8218000.0,216.0
1,4,2025,3,51,0,1,0,195000.0,5.0
1,4,2025,3,60,0,1,0,14015000.0,364.0
1,4,2025,4,42,2,1,0,807700.0,20.0
1,4,2025,4,60,2,1,0,848700.0,20.0
1,4,2025,4,73,2,1,0,1537500.0,37.0
1,4,2025,4,77,2,1,0,803600.0,20.0
1,4,2025,6,47,0,1,0,76000.0,2.0
1,4,2025,6,51,0,1,0,65569000.0,1723.0
1,4,2025,6,60,0,1,0,1140000.0,30.0
1,4,2025,7,42,0,1,0,465000.0,15.0
1,4,2025,7,43,0,1,0,739000.0,25.0
1,4,2025,7,47,0,1,0,6634900.0,218.0
1,4,2025,7,60,0,1,0,2745000.0,83.0
1,4,2025,8,45,2,1,0,558700.0,20.0
1,4,2025,8,60,2,1,0,743700.0,20.0
1,4,2025,8,73,2,1,0,1013800.0,27.0
1,4,2025,8,77,2,1,0,373700.0,10.0
1,4,2025,9,77,1,1,0,170000.0,5.0
1,4,2025,10,42,0,1,0,620000.0,20.0
1,4,2025,11,42,0,1,0,3895000.0,116.0
1,4,2025,11,43,0,1,0,3935000.0,124.0
1,4,2025,11,45,0,1,0,201000.0,5.9399999999999995
1,4,2025,11,47,0,1,0,2845000.0,98.0
1,4,2025,11,60,0,1,0,2766000.0,82.0
1,4,2025,12,42,2,1,0,383800.0,10.0
1,4,2025,12,45,2,1,0,756200.0,20.0
1,4,2025,12,60,2,1,0,771400.0,20.0
1,4,2025,12,73,2,1,0,1026000.0,27.0
1,4,2025,12,77,2,1,0,380000.0,10.0
1,4,2025,15,42,0,1,0,429000.0,13.0
1,4,2025,15,43,0,1,0,432000.0,13.0
1,4,2025,15,47,0,1,0,99000.0,3.0
1,4,2025,15,60,0,1,0,1345000.0,40.0
1,4,2025,16,60,2,1,0,721000.0,20.0
1,4,2025,16,73,2,1,0,73500.0,2.0
1,4,2025,18,42,0,1,0,1140000.0,30.0
1,4,2025,18,43,0,1,0,580000.0,15.0
1,4,2025,18,47,0,1,0,767000.0,18.0
1,4,2025,18,60,0,1,0,1370000.0,33.0
1,4,2025,21,47,0,1,0,3016000.0,81.0
1,4,2025,21,60,0,1,0,1295000.0,35.0
1,4,2025,22,43,0,1,0,112000.0,4.0
1,4,2025,22,47,0,1,0,388800.0,18.0
1,4,2025,22,60,0,1,0,820000.0,30.0
1,4,2025,23,60,2,1,0,562800.0,20.0
1,4,2025,23,73,2,1,0,599200.0,22.0
1,4,2025,23,77,2,1,0,277200.0,10.0
1,4,2025,26,45,0,1,0,12000.0,12.0
1,4,2025,28,47,0,1,0,37500.0,3.0
1,4,2025,28,51,0,1,0,15856400.0,1132.6
1,4,2025,31,47,0,1,0,560000.0,14.0
1,4,2025,33,51,0,1,0,11970000.0,850.0
1,4,2025,34,47,0,1,0,21000.0,3.0
1,4,2025,34,60,0,1,0,21000.0,3.0
1,4,2025,37,42,0,1,0,324000.0,12.0
1,4,2025,37,43,0,1,0,1198600.0,40.0
1,4,2025,37,47,0,1,0,542700.0,20.0
1,4,2025,37,60,0,1,0,750600.0,22.3
1,4,2025,40,47,0,1,0,250500.0,8.0
1,4,2025,40,51,0,1,0,2325600.0,67.6
1,4,2025,41,43,0,1,0,39300.0,13.1
1,4,2025,41,47,0,1,0,12900.0,10.0
1,4,2025,43,51,0,1,0,5231600.0,127.6
1,4,2025,44,43,0,1,0,600000.0,60.0
1,4,2025,44,45,0,1,0,30000.0,3.0
1,4,2025,46,51,0,1,0,42883000.0,1128.5
1,4,2025,47,45,0,1,0,20000.0,20.0
1,4,2025,51,42,0,1,0,820000.0,20.0
1,4,2025,51,47,0,1,0,1675000.0,40.0
1,4,2025,51,60,0,1,0,1255000.0,33.0
1,4,2025,54,60,0,1,0,348500.0,5.0
1,4,2025,55,43,0,1,0,232200.0,8.6
1,4,2025,57,47,0,1,0,2208900.0,60.0
1,5,2024,3,38,0,2,0,8096000.0,208.0
1,5,2024,3,42,0,2,0,4850000.0,125.0
1,5,2024,3,43,0,2,0,5826000.0,145.0
1,5,2024,3,47,0,2,0,7579500.0,194.0
1,5,2024,3,52,0,2,0,185000.0,5.0
1,5,2024,6,38,0,2,0,1120000.0,28.0
1,5,2024,6,52,0,2,0,44285300.0,1196.9
1,5,2024,7,38,0,2,0,1284600.0,39.0
1,5,2024,7,42,0,2,0,985000.0,35.0
1,5,2024,7,43,0,2,0,567000.0,21.0
1,5,2024,7,47,0,2,0,3834400.0,129.0
1,5,2024,9,38,1,2,0,2754000.0,100.0
1,5,2024,10,42,0,2,0,290000.0,10.0
1,5,2024,10,43,0,2,0,140000.0,5.0
1,5,2024,10,47,0,2,0,1988000.0,71.0
1,5,2024,11,38,0,2,0,2029200.0,62.0
1,5,2024,11,42,0,2,0,2980000.0,101.0
1,5,2024,11,43,0,2,0,5044000.0,193.0
1,5,2024,11,47,0,2,0,2773000.0,97.0
1,5,2024,15,38,0,2,0,1032000.0,30.0
1,5,2024,15,42,0,2,0,888000.0,29.0
1,5,2024,15,43,0,2,0,482000.0,16.0
1,5,2024,15,47,0,2,0,3012000.0,95.0
1,5,2024,15,52,0,2,0,60000.0,2.0
1,5,2024,18,38,0,2,0,917000.0,23.0
1,5,2024,18,42,0,2,0,1440000.0,36.0
1,5,2024,18,43,0,2,0,200000.0,5.0
1,5,2024,18,47,0,2,0,338500.0,8.5
1,5,2024,18,52,0,2,0,50700.0,1.3
1,5,2024,21,38,0,2,0,2223000.0,57.0
1,5,2024,21,47,0,2,0,360000.0,10.0
1,5,2024,22,38,0,2,0,125000.0,5.0
1,5,2024,22,43,0,2,0,126000.0,5.0
1,5,2024,22,45,0,2,0,26000.0,1.0
1,5,2024,22,47,0,2,0,125000.0,5.0
1,5,2024,26,45,0,2,0,15000.0,15.0
1,5,2024,26,47,0,2,0,303600.0,1550.0
1,5,2024,28,42,0,2,0,130000.0,10.0
1,5,2024,28,52,0,2,0,5798000.0,446.0
1,5,2024,31,47,0,2,0,328000.0,8.0
1,5,2024,33,52,0,2,0,13097500.0,1007.5
1,5,2024,37,38,0,2,0,100000.0,4.0
1,5,2024,37,42,0,2,0,933400.0,34.0
1,5,2024,37,43,0,2,0,375000.0,15.0
1,5,2024,37,47,0,2,0,520000.0,20.0
1,5,2024,40,38,0,2,0,529200.0,15.0
1,5,2024,40,47,0,2,0,705600.0,20.0
1,5,2024,40,52,0,2,0,3471400.0,102.1
1,5,2024,41,47,0,2,0,52700.0,40.0
1,5,2024,43,52,0,2,0,3361800.0,86.2
1,5,2024,44,43,0,2,0,45000.0,5.0
1,5,2024,44,45,0,2,0,10000.0,1.0
1,5,2024,46,52,0,2,0,24311000.0,694.6
1,5,2024,47,47,0,2,0,186000.0,930.0
1,5,2025,3,42,0,3,0,5690000.0,150.0
1,5,2025,3,43,0,3,0,3098000.0,81.0
1,5,2025,3,45,0,3,0,216450.0,3.0
1,5,2025,3,47,0,3,0,7450400.0,197.0
1,5,2025,3,60,0,3,0,10395000.0,270.0
1,5,2025,3,64,0,3,0,38000.0,1.0
1,5,2025,4,73,2,3,0,164000.0,4.0
1,5,2025,6,60,0,3,0,1330000.0,35.0
1,5,2025,6,77,0,3,0,7543000.0,198.5
1,5,2025,7,42,0,3,0,3480000.0,120.0
1,5,2025,7,43,0,3,0,1570000.0,50.0
1,5,2025,7,47,0,3,0,6411600.0,237.0
1,5,2025,7,60,0,3,0,2022500.0,67.5
1,5,2025,8,73,2,3,0,148000.0,4.0
1,5,2025,9,43,1,3,0,4103800.0,120.7
1,5,2025,9,73,1,3,0,170000.0,5.0
1,5,2025,10,42,0,3,0,465000.0,15.0
1,5,2025,10,47,0,3,0,1023000.0,35.0
1,5,2025,11,42,0,3,0,4929000.0,153.0
1,5,2025,11,43,0,3,0,3414000.0,133.0
1,5,2025,11,47,0,3,0,6763300.0,206.0
1,5,2025,11,60,0,3,0,2102500.0,62.5
1,5,2025,11,64,0,3,0,67000.0,2.0
1,5,2025,15,43,0,3,0,840000.0,25.0
1,5,2025,15,45,0,3,0,248200.0,4.4
1,5,2025,15,47,0,3,0,199000.0,6.0
1,5,2025,15,60,0,3,0,670000.0,20.0
1,5,2025,15,64,0,3,0,33000.0,1.0
1,5,2025,18,42,0,3,0,380000.0,10.0
1,5,2025,18,43,0,3,0,195000.0,5.0
1,5,2025,18,47,0,3,0,380000.0,10.0
1,5,2025,18,60,0,3,0,775000.0,20.0
1,5,2025,21,43,0,3,0,1110000.0,30.0
1,5,2025,21,47,0,3,0,2757000.0,71.0
1,5,2025,21,60,0,3,0,925000.0,25.0
1,5,2025,22,43,0,3,0,135000.0,5.0
1,5,2025,22,47,0,3,0,296500.0,12.2
1,5,2025,22,60,0,3,0,388000.0,14.0
1,5,2025,23,73,2,3,0,106400.0,4.0
1,5,2025,26,43,0,3,0,22000.0,22.0
1,5,2025,26,45,0,3,0,23000.0,14.0
1,5,2025,26,64,0,3,0,30000.0,30.0
1,5,2025,28,42,0,3,0,37500.0,3.0
1,5,2025,28,77,0,3,0,22288000.0,1592.0
1,5,2025,31,42,0,3,0,273000.0,7.0
1,5,2025,35,43,0,3,0,177300.0,19.7
1,5,2025,37,42,0,3,0,691200.0,25.0
1,5,2025,37,43,0,3,0,1038600.0,34.8
1,5,2025,37,45,0,3,0,89100.0,3.3
1,5,2025,37,47,0,3,0,553400.0,21.0
1,5,2025,37,60,0,3,0,108000.0,4.0
1,5,2025,37,64,0,3,0,334800.0,12.4
1,5,2025,40,47,0,3,0,175000.0,5.0
1,5,2025,40,77,0,3,0,2244000.0,66.0
1,5,2025,41,43,0,3,0,88000.0,44.0
1,5,2025,41,47,0,3,0,66000.0,10.0
1,5,2025,43,77,0,3,0,6211500.0,151.5
1,5,2025,51,42,0,3,0,3075000.0,65.0
1,5,2025,51,47,0,3,0,1670000.0,40.0
1,5,2025,54,42,0,3,0,410000.0,15.0
1,5,2025,54,60,0,3,0,410000.0,10.0
1,5,2025,55,43,0,3,0,208000.0,8.0
1,5,2025,55,45,0,3,0,100000.0,4.0
1,5,2025,57,47,0,3,0,481000.0,13.0
1,6,2024,2,38,0,5,0,49600.0,2.0
1,6,2024,2,43,0,5,0,198000.0,6.0
1,6,2024,2,47,0,5,0,1248000.0,54.0
1,6,2024,2,60,0,5,0,438000.0,11.6
1,6,2024,3,38,0,5,0,9580000.0,249.0
1,6,2024,3,42,0,5,0,12871000.0,299.0
1,6,2024,3,43,0,5,0,5798000.0,154.0
1,6,2024,3,45,0,5,0,36000.0,0.9
1,6,2024,3,47,0,5,0,4783000.0,129.0
1,6,2024,3,60,0,5,0,5664000.0,143.0
1,6,2024,3,61,0,5,0,4963000.0,125.0
1,6,2024,5,42,1,5,0,600000.0,15.0
1,6,2024,6,30,0,5,0,38957300.0,1052.9
1,6,2024,6,61,0,5,0,1840000.0,46.0
1,6,2024,7,30,0,5,0,1276800.0,45.6
1,6,2024,7,38,0,5,0,1245600.0,40.0
1,6,2024,7,42,0,5,0,1209000.0,34.0
1,6,2024,7,43,0,5,0,1923000.0,69.0
1,6,2024,7,45,0,5,0,204600.0,6.6
1,6,2024,7,47,0,5,0,6933400.0,247.0
1,6,2024,7,60,0,5,0,5496800.0,198.0
1,6,2024,9,43,1,5,0,1382400.0,50.0
1,6,2024,10,42,0,5,0,480000.0,15.0
1,6,2024,10,47,0,5,0,1120000.0,35.0
1,6,2024,10,60,0,5,0,320000.0,10.0
